--------- beginning of system
12-27 11:28:13.218   982   982 I Leopard : ** build version : [20221118104802] **
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): lge.bootmode= doesn't exist in [/proc/cmdline]
12-27 11:28:13.224   982   982 I Leopard : get_cmdline_value(): find [lge.bootmode=] in [/tmp/bootmode_cmd]
12-27 11:31:54.449 26409 26446 E APP     : RVC] getPropertyInt name : timer1time prop:0 val:0
12-27 11:31:54.449 26409 26446 E APP     : RVC] getPropertyInt name : timer2time prop:0 val:0
12-27 11:31:54.450 26409 26446 E APP     : RVC] cmsCanRx FrontSystemOnCmd : 0
12-27 11:31:54.450 26409 26446 E APP     : RVC] cmsCanRx DoorStatus : 63
12-27 11:31:54.451 26409 26446 E APP     : RVC] cmsCanRx RemoteStartStatusMS : 0
12-27 11:31:54.454 26409 26446 E APP     : RVC] cmsCanRx AlarmModeMS : 3
12-27 11:31:54.454 26409 26446 E APP     : RVC] cmsCanRx ElPowerStatus : 0
12-27 11:31:54.455 26409 26446 E APP     : RVC] cmsCanRx RESSequenceStatus : 0
12-27 11:31:54.455 26409 26446 E APP     : RVC] cmsCanRx CrashStatusRCM : 0
12-27 11:31:54.455 26409 26446 E APP     : RVC] cmsCanRx CabinCleaningActivStat : 0
12-27 11:31:54.457 26410 26457 E APP     : [getCarLoggerSampleTimeS] RVM_Config::getCarLoggerSampleTimeS CarLoggerSampleTimeS = 15 
12-27 11:31:54.458 26409 26446 E APP     : RVC] cmsCanRx CabinCleaningStatHVAC : 0
12-27 11:31:54.479 26409 26446 E APP     : RVC] cmsCanRx_double CabinCleanBattBudgetGWM : 0
12-27 11:31:54.480 26409 26446 E APP     : RVC] cmsCanRx CabinCleanSchPreconReq : 0
12-27 11:31:54.487 26409 26446 E APP     : RVC] cmsCanRx PM25External : 0
12-27 11:31:54.489 26409 26446 E APP     : RVC] cmsCanRx PM25ExtAQIBand : 0
12-27 11:31:54.489 26409 26446 E APP     : RVC] cmsCanRx PM25Internal : 0
12-27 11:31:54.489 26410 26457 E APP     : [getCarLoggerDistanceM] RVM_Config::getCarLoggerDistanceM CarLoggerDistanceM = 0 
12-27 11:31:54.489 26409 26446 E APP     : RVC] cmsCanRx PM25IntAQIBand : 0
12-27 11:31:54.496 26410 26457 E APP     : [getCarLoggerHeadingDeviationDeg] RVM_Config::getCarLoggerHeadingDeviationDeg CarLoggerHeadingDeviationDeg = 30 
12-27 11:31:54.496 26409 26446 E APP     : RVC] cmsCanRx PreClimateStatus : 0
12-27 11:31:54.499 26409 26446 E APP     : RVC] cmsCanRx RESWindowStatus : 0
12-27 11:31:54.499 26409 26446 E APP     : RVC] cmsCanRx RESVehicleLockStatus : 0
12-27 11:31:54.500 26409 26446 E APP     : RVC] cmsCanRx RESAlarmStatus : 0
12-27 11:31:54.501 26409 26446 E APP     : RVC] cmsCanRx RESHazardSwitchStatus : 0
12-27 11:31:54.502 26409 26446 E APP     : RVC] cmsCanRx RESBrakePedalStatus : 0
12-27 11:31:54.502 26407 26441 E APP     : [RPA_DBG] Start RPA Application (PDX_VERSION:0.0.20) (RPA_APP_VERSION:22.10.13 (Y22.W42.R1)(20.a))
12-27 11:31:54.502 26409 26446 E APP     : RVC] cmsCanRx RESVehStationaryStatus : 0
12-27 11:31:54.503 26409 26446 E APP     : RVC] cmsCanRx RESTransmissionStatus : 0
12-27 11:31:54.503 26409 26446 E APP     : RVC] cmsCanRx RESEngineRunningStatus : 0
12-27 11:31:54.503 26409 26446 E APP     : RVC] kvDBRx cfgName:ClimateControlResFfhRunTimeMax_s start 235875
12-27 11:31:54.505 26410 26457 E APP     : [getCarLoggerMinSpeedKmh] RVM_Config::getCarLoggerMinSpeedKmh CarLoggerMinSpeedKmh = 10 
12-27 11:31:54.512 26409 26446 E APP     : RVC] kvDBRx cfgName:ClimateControlResFfhRunTimeMax_s 3 value:1800(1800) end 235884 takes 9 ms
12-27 11:31:54.516 26410 26457 E APP     : [getJlEcoDataEnable] RVM_Config::getJlEcoDataEnable JlEcoDataEnable = 1 
12-27 11:31:54.517 26409 26446 E APP     : RVC] readLogfromFile getCount:256
12-27 11:31:54.517 26409 26446 E APP     : RVC] findLogIndex index: 255 
12-27 11:31:54.523 26409 26446 E APP     : RVC] setStateToSota_RES already set 0x0 
12-27 11:31:54.523 26409 26446 E APP     : RVC] setStateToSota_RPC already set 0x0 
12-27 11:31:54.523 26409 26446 E APP     : RVC] setStateToSota_RVI 22 0x70 already set 0x0 
12-27 11:31:54.523 26409 26446 E APP     : RVC] setStateToSota_CC already set 0x0 
12-27 11:31:54.524 26409 26446 E APP     : RVC] kvDBRx cfgName:Additional Heater start 235896
12-27 11:31:54.653 26409 26446 E APP     : RVC] kvDBRx cfgName:ClimateControlResFuelLevelStartMin_dl 3 value:50(50) end 236025 takes 28 ms
12-27 11:31:54.653 26409 26446 E APP     : RVC] kvDBRx cfgName:AppModeCC start 236025
12-27 11:31:54.679 26409 26446 E APP     : RVC] kvDBRx cfgName:AppModeRVC 3 value:1(1) end 236051 takes 12 ms
12-27 11:31:54.722 26409 26446 E APP     : RVC] kvDBRx cfgName:CC_PRECON_BUDGET_AMP_HRS 3 value:120(120) end 236094 takes 43 ms
12-27 11:31:54.722 26409 26446 E APP     : RVC] kvDBRx cfgName:AppModeCC start 236094
12-27 11:31:54.732 26409 26446 E APP     : RVC] kvDBRx cfgName:AppModeCC 3 value:0(0) end 236104 takes 10 ms
12-27 11:31:54.737 26409 26446 E APP     : RVC] RemoteServiceApp onCreate() end 0 2 2 0 255  Nov 29 2022
12-27 11:31:54.738 26409 26446 E APP     : RVC] [RECV_MSG_FROM_NGTP] serviceType:19 messageType:1000 dsptAckFromNGTP:0 creationTime_seconds:0 creationTime_millis:0 Timestamp:0 
12-27 11:31:54.738 26409 26446 E APP     : RVC] [RECV_MSG_FROM_NGTP] serviceType:20 messageType:1000 dsptAckFromNGTP:0 creationTime_seconds:0 creationTime_millis:0 Timestamp:0 
12-27 11:31:54.738 26409 26446 E APP     : RVC] [RECV_MSG_FROM_NGTP] serviceType:21 messageType:1000 dsptAckFromNGTP:0 creationTime_seconds:0 creationTime_millis:0 Timestamp:0 
12-27 11:31:54.738 26409 26446 E APP     : RVC] [RECV_MSG_FROM_NGTP] serviceType:37 messageType:1000 dsptAckFromNGTP:0 creationTime_seconds:0 creationTime_millis:0 Timestamp:0 
12-27 11:31:54.738 26409 26446 E APP     : RVC] [RECV_MSG_FROM_NGTP] serviceType:22 messageType:1000 dsptAckFromNGTP:0 creationTime_seconds:0 creationTime_millis:0 Timestamp:0 
12-27 11:31:54.738 26409 26446 E APP     : RVC] [RECV_MSG_FROM_NGTP] serviceType:23 messageType:1000 dsptAckFromNGTP:0 creationTime_seconds:0 creationTime_millis:0 Timestamp:0 
12-27 11:31:54.954 26410 26457 E APP     : [initConfig] AppModeTPMS(0), RdIgnitionTimer(3)
12-27 11:31:54.954 26410 26457 E APP     : [initConfig] AppModeSVT(0), AppModeJL(1), AppModeRD(1), AppModeEVR(0), AppModeEVC(1), AppModeECC(0)
12-27 11:31:54.954 26410 26457 E APP     : [initConfig] CarLoggerSampleTimeS(15), CarLoggerDistanceM(0), CarLoggerHeadingDeviationDeg(30), CarLoggerMinSpeedKmh(10)
12-27 11:31:54.954 26410 26457 E APP     : [initConfig] JlEcoDataEnable(1), JlLoggerEnabled(1), RdDelayedStatusTimer(60), RdEngineOffTimer(0), RdServiceWarning(3200), RtServiceWarning(30)
12-27 11:31:54.954 26410 26457 E APP     : [initConfig] JlPmTripEnd(6), JlTripEndDelayS(0), JlOdometerStartConditionM(20), JlMaxSnapshotSize(8), RdVehicleAlertPM(7), PrivacyEnabled(0)
12-27 11:31:54.954 26410 26457 E APP     : [initConfig] EngOBDMilFilteringTimer(10), RdAlertDelayMs(10000), EngineBlock(0), MRRetryMaxNrDL(24), MRRetryMaxLimitedNr(5), MRInitDelayDL(8)
12-27 11:31:54.954 26410 26457 E APP     : [initConfig] MRAppAckGPRSTimeoutMs(3000), MRBackoffResetDL(12), MRConstVariationDL(10), ClimateControlResRunTime_s(1800), ConfigVersion(0
12-27 11:31:55.008 26410 26457 E APP     : [getCabinCleanCyclTime] Config CabinCleanCyclTime : 0
12-27 11:31:55.008 26410 26457 E APP     : [initConfig] AppModeCC(0), CabinCleaning(0), EnhancedFiltration(0), CabinCleanCycleTime(0)
12-27 11:31:55.319 26410 26457 E APP     : [setDoorStatusHSRX] updateStatus() Door status saved x[3f]
12-27 11:31:55.435 26410 26457 E APP     : [onNGTPAvailabilityChanged] onNGTPAvailabilityChanged : RD_SERVER[PrevAvaility = 0,Current_Availability = 0],JL_SERVER[PrevAvaility = 0,Current_Availability = 0]
12-27 11:31:56.927  1734  1744 E TELE    : SST(RAW)[CS:6->6][PS:2->6]
12-27 11:32:03.289 26410 27534 E APP     : [handlerFunction] m_Rd MCU request Timer is expired.
12-27 11:32:03.290 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [20]
12-27 11:32:03.291 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [61]
12-27 11:32:03.291 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [62]
12-27 11:32:03.292 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [119]
12-27 11:32:03.293 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [158]
12-27 11:32:03.293 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [202]
12-27 11:32:03.295 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [230]
12-27 11:32:03.296 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [232]
12-27 11:32:03.297 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [411]
12-27 11:32:03.298 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [964]
12-27 11:32:03.298 26410 27534 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [1000]
12-27 11:32:05.290 26410 27763 E APP     : [handlerFunction] RdAlertDelayMsTimer is expired.
12-27 11:32:05.292 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 20, strValue = 3
12-27 11:32:05.292 26410 27763 E APP     : [debounceAlarmModeHSRX] new AlarmMode [3]
12-27 11:32:05.292 26410 27763 E APP     : [debounceAlarmModeHSRX] Stored value for AlarmMode [3]
12-27 11:32:05.292 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 61, strValue = 1
12-27 11:32:05.293 26410 27763 E APP     : [alertBrakeFluidLevelWarningRX] alertMessage() brakeFluidLevelWar2Value get value= [1]
12-27 11:32:05.293 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 62, strValue = 0
12-27 11:32:05.293 26410 27763 E APP     : [alertBrakePadWearLampReqRX] alertMessage() BrakePadWearValue get value= [0],saved BrakePadWearValue=[0]
12-27 11:32:05.293 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 119, strValue = 0
12-27 11:32:05.293 26410 27763 E APP     : [alertCoolantLevelRX] alertMessage() CoolantLevel get value=[0],saved CoolantLevel=[0] 
12-27 11:32:05.293 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 158, strValue = 64374
12-27 11:32:05.293 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 202, strValue = 0
12-27 11:32:05.293 26410 27763 E APP     : [alertLowBatteryRX] alertMessage() elPowerStatus get CAN value d=[0]
12-27 11:32:05.293 26410 27763 E APP     : [alertLowBatteryRX] alertMessage() LowBattery get value= [0],saved LowBattery=[0]
12-27 11:32:05.293 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 230, strValue = 0
12-27 11:32:05.293 26410 27763 E APP     : [alertEngineOilLevelWarningRX] alertEngineOilLevelWarning [0]
12-27 11:32:05.293 26410 27763 E APP     : [alertEngineOilLevelWarningRX] Stored value for EngineOilLevelWarning [0]
12-27 11:32:05.293 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 232, strValue = 0
12-27 11:32:05.293 26410 27763 E APP     : [filteringEngOBDMilRX] filteringEngOBDMilRX() new EngOBDMile= [0],saved EngOBDMil=[0], filtering EngOBDMil=[0]
12-27 11:32:05.294 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 411, strValue = 0
12-27 11:32:05.294 26410 27763 E APP     : [alertLowFuelLevelRX] alertMessage() LowFuelLevel get CAN value x=[0]
12-27 11:32:05.294 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 964, strValue = 0
12-27 11:32:05.294 26410 27763 E APP     : [alertTyrePressureWarningRX] tyrePressureWarning [0] [FL:0,FR:0,RR:0,RL:0]
12-27 11:32:05.294 26410 27763 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 1000, strValue = 0
12-27 11:32:05.294 26410 27763 E APP     : [alertWasherFluidLevelWarningRX] alertMessage() WasherFluidLevel get CAN value=x[0]
12-27 11:32:05.294 26410 27763 E APP     : [DeQueueVA] dequeue vehicle alerts (Queue:0)
12-27 11:32:39.428  1734  1744 E TELE    : SST(RAW)[CS:6->6][PS:6->2]
12-27 11:33:26.176  1542  1542 E DIAG    : onNotifyVoltage Main Vol[12.050000]
12-27 11:33:33.181  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:35:13.178  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:36:53.177  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:38:26.174  1542  1542 E DIAG    : onNotifyVoltage Main Vol[12.070000]
12-27 11:38:33.181  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:40:13.184  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:41:53.180  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:43:26.174  1542  1542 E DIAG    : onNotifyVoltage Main Vol[12.070000]
12-27 11:43:33.177  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:44:52.564  1734  1747 E TELE    : UNSOL_NETWORK_REJECT_CAUSE {17}
12-27 11:45:13.176  1542  1867 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:46:53.179  1542  1867 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:48:26.174  1542  1867 E DIAG    : onNotifyVoltage Main Vol[12.030000]
12-27 11:48:33.179  1542  1867 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:49:36.298 26410 25461 E APP     : [handlerFunction] m_Rd MCU request Timer is expired.
12-27 11:49:36.301 26410 25461 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [61]
12-27 11:49:38.298 26410 25710 E APP     : [handlerFunction] RdAlertDelayMsTimer is expired.
12-27 11:49:38.299 26410 25710 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 61, strValue = 1
12-27 11:49:38.299 26410 25710 E APP     : [alertBrakeFluidLevelWarningRX] alertMessage() brakeFluidLevelWar2Value get value= [1]
12-27 11:49:38.299 26410 25710 E APP     : [DeQueueVA] dequeue vehicle alerts (Queue:0)
12-27 11:50:07.176  1734  1744 E TELE    : SST(RAW)[CS:6->2][PS:2->2]
12-27 11:50:13.177  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:50:29.689  1734  1744 E TELE    : SST(RAW)[CS:2->6][PS:2->2]
12-27 11:50:31.383  1734  1747 E TELE    : UNSOL_NETWORK_REJECT_CAUSE {17}
12-27 11:51:06.470  1734  1747 E TELE    : UNSOL_NETWORK_REJECT_CAUSE {17}
12-27 11:51:36.122 26410  8146 E APP     : [handlerFunction] m_Rd MCU request Timer is expired.
12-27 11:51:36.123 26410  8146 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [61]
12-27 11:51:38.122 26410  8397 E APP     : [handlerFunction] RdAlertDelayMsTimer is expired.
12-27 11:51:38.122 26410  8397 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 61, strValue = 0
12-27 11:51:38.122 26410  8397 E APP     : [alertBrakeFluidLevelWarningRX] alertMessage() brakeFluidLevelWar2Value get value= [0]
12-27 11:51:38.122 26410  8397 E APP     : [DeQueueVA] dequeue vehicle alerts (Queue:0)
12-27 11:51:53.182  1542  1542 E DIAG    : onNotifyVoltage BUB Vol[0.000000]
12-27 11:52:11.518 26410 26410 E APP     : [onPostReceived] onPostReceived 50, 7
12-27 11:52:11.518 26410 26457 E APP     : [powerModeStatus] PowerMode is changed : [0] -> [7]
12-27 11:52:11.531 26410 26457 E APP     : [updatePMRestrictSigFromCAN] RVM_CanManager::updatePMRestrictSigFromCAN : [232]
12-27 11:52:11.536 26410 26457 E APP     : [powerModeStatus] Engine Start
12-27 11:52:11.536 26410 26457 E APP     : [TriggerVehicleStatus] TriggerVehicleStatus(alert_type[1],Alert_Status[1],activity[1])
12-27 11:52:11.537 26410 26457 E APP     : [TriggerVehicleStatus] ALERT_DATA_TYPE_ENGINEON
12-27 11:52:11.537 26410 26457 E APP     : [RVSAlertMessage_VS] RVSAlertMessage_VS()
12-27 11:52:11.537 26410 26457 E APP     : [RVSAlertMessage_VS] Before ASN encode()
12-27 11:52:11.537 26410 26457 E APP     : [RVSAlertMessage_VS] After ASN encode()
12-27 11:52:11.537 26410 26457 E APP     : [RVSAlertMessage_VS] send RVSAlertMessage_VS
12-27 11:52:11.537 26410 26457 E APP     : [GetQueueCount] GetQueueCount : message type = [0], count = [0], total count = [0]
12-27 11:52:11.537 26410 26457 E APP     : [GetQueueCount] GetQueueCount : message type = [0], count = [1], total count = [1]
12-27 11:52:11.538 26410 26457 E APP     : [StartAdditionalDelayForUnsentMsgTx] StartAdditionalDelayForUnsentMsgTx(): AppAck_RetryCount[0]
12-27 11:52:11.541 26410 26457 E APP     : [StartAdditionalDelayForUnsentMsgTx] StartAdditionalDelayForUnsentMsgTx(X): AppAck_RetryCount[0], u32MRRetryMax[5], u32DelayRemainingTimeMS[0]
12-27 11:52:11.541 26410 26457 E APP     : [SendMessageInQueue] ActualSendMessageInQueue called IMMEDIATELY without Retry Delay
12-27 11:52:11.544 26410 26457 E APP     : [ActualSendMessageInQueue] NGTP commnunications is not available : Availability - RD_SERVER = 0,JL_SERVER = 0
12-27 11:52:11.545 26410 26457 E APP     : [ActualSendMessageInQueue] internalNGTPData Service Type = 11
12-27 11:52:11.545  1542  1867 E DIAG    : requestTcuStatus without audio requestID 3, exceptAudio 1
12-27 11:52:11.554  1718  1866 E DIAG    : fit(1), antenna(3), adc(475815), fault_cnt(127), dtc(3)
12-27 11:52:11.559   985 26298 E DIAG    : appDTC dtcId 0x916e faultType 0x0 faultCnt -128
12-27 11:52:11.565  1718  1730 E DIAG    : fit(1), antenna(0), adc(475224), fault_cnt(127), dtc(3)
12-27 11:52:11.577  1718  1730 E DIAG    : fit(1), antenna(1), adc(477285), fault_cnt(127), dtc(3)
12-27 11:52:11.591  1718  1730 E DIAG    : fit(1), antenna(2), adc(32664), fault_cnt(127), dtc(3)
12-27 11:52:11.593  1542  1867 E DIAG    : requestDTCResultControlModule dtcResult is default(0xFF), so it is replaced with the undefine(0xFE)
12-27 11:52:11.600 26410 26457 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 232, strValue = 0
12-27 11:52:11.600 26410 26457 E APP     : [filteringEngOBDMilRX] filteringEngOBDMilRX() new EngOBDMile= [0],saved EngOBDMil=[0], filtering EngOBDMil=[0]
12-27 11:52:11.606 26410 26457 E APP     : [storeAlertCANSignal] storeAlertCANSignal ,Sigid = 158, strValue = 64374
12-27 11:52:11.607 26410 26457 E APP     : [filteringDistanceToEngineService] [Signal] distanceToEngineService:[64374] ,[Status] new status= [0] saved status=[0] filtering status =[0]
12-27 11:52:15.522 26410 12783 E APP     : [updatePMRestrictSigFromCAN] RVM_CanManager::updatePMRestrictSigFromCAN : [119]
12-27 11:52:15.533 26410 26457 E APP     : [updateStatus] VS_CAN_DISTANCETOEMPTY_IDX = 1023
12-27 11:52:16.571 26410 12908 E APP     : [GetQueueCount] GetQueueCount : message type = [5], count = [1], total count = [1]
12-27 11:52:19.567 26410 26410 E APP     : [onPostReceived] onPostReceived 50, 4
12-27 11:52:19.568 26410 26457 E APP     : [powerModeStatus] PowerMode is changed : [7] -> [4]
12-27 11:52:19.571 26410 26457 E APP     : [powerModeStatus] Engine Stop
12-27 11:52:19.574  1542  1867 E DIAG    : requestTcuStatus without audio requestID 3, exceptAudio 1
12-27 11:52:19.581  1718  1730 E DIAG    : fit(1), antenna(3), adc(475815), fault_cnt(127), dtc(3)
12-27 11:52:19.588  1718  1730 E DIAG    : fit(1), antenna(0), adc(475224), fault_cnt(127), dtc(3)
12-27 11:52:19.599  1718  1730 E DIAG    : fit(1), antenna(1), adc(477285), fault_cnt(127), dtc(3)
12-27 11:52:19.606 26410 13286 E APP     : [handlerFunction] m_Rd MCU request Timer is expired.
12-27 11:52:19.608 26410 13286 E APP     : [ReqCanSignalFromMCU] ReqCanSignalFromMCU [61]
12-27 11:52:19.610  1718  1730 E DIAG    : fit(1), antenna(2), adc(32664), fault_cnt(127), dtc(3)
